video_id,channel_id,channel_name,title,url,published_at,views,likes,comments,duration_seconds,tier,age_hours,age_bucket,velocity,baseline_velocity,breakout_ratio,capped_breakout,breakout_label,baseline_confidence,baseline_source,trend_id,trend_name,anime_title,manager_value,manager_note
xfzQ3OpcQps,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Soul Land 2 Anime Part 124 Explained In Hindi | Soul land 2 Unrivaled Tang Sect Episode 124 Hindi,https://www.youtube.com/watch?v=xfzQ3OpcQps,2025-10-31T11:35:02+00:00,52531,3788,320,904,priority,6198.06,7d_plus,8.48,1.0,8.475,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
dk8F2q8vYEI,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Sealed Divine Throne Anime Explained In Hindi Part 357 | Series Like Soul Land,https://www.youtube.com/watch?v=dk8F2q8vYEI,2025-10-30T12:02:04+00:00,69392,5172,273,501,priority,6221.61,7d_plus,11.15,1.0,11.153,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
WS3FVZjjUc8,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Sealed Divine Throne Anime Explained In Hindi Part 356 | Series Like Soul Land,https://www.youtube.com/watch?v=WS3FVZjjUc8,2025-10-30T08:17:00+00:00,63249,4620,236,616,priority,6225.36,7d_plus,10.16,1.0,10.16,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
8HMVAuVNaVg,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Soul Land 2 Anime Part 123 Explained In Hindi | Soul land 2 Unrivaled Tang Sect Episode 123 Hindi,https://www.youtube.com/watch?v=8HMVAuVNaVg,2025-10-25T03:30:12+00:00,52622,3786,122,1090,priority,6350.14,7d_plus,8.29,1.0,8.287,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
qduVa54WF-E,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Sealed Divine Throne Anime Explained In Hindi Part 355 | Series Like Soul Land,https://www.youtube.com/watch?v=qduVa54WF-E,2025-10-23T01:32:38+00:00,91001,6712,102,1036,priority,6400.1,7d_plus,14.22,1.0,14.219,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
5BImW1QYOYk,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Soul Land 2 Anime Part 122 Explained In Hindi | Soul land 2 Unrivaled Tang Sect Episode 122 Hindi,https://www.youtube.com/watch?v=5BImW1QYOYk,2025-10-18T08:15:01+00:00,49076,3838,84,1087,priority,6513.4,7d_plus,7.53,1.0,7.535,7.535,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
REHf2eZ39oU,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Sealed Divine Throne Anime Explained In Hindi Part 354 | Series Like Soul Land,https://www.youtube.com/watch?v=REHf2eZ39oU,2025-10-16T03:30:26+00:00,69591,6096,79,615,priority,6566.14,7d_plus,10.6,1.0,10.598,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
f6jhXwk2xro,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Sealed Divine Throne Anime Explained In Hindi Part 353 | Series Like Soul Land,https://www.youtube.com/watch?v=f6jhXwk2xro,2025-10-15T15:45:06+00:00,82281,6540,99,855,priority,6577.9,7d_plus,12.51,1.0,12.509,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
P5iM2iTD2JQ,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Renegade Immortal Anime Explained In Hindi Part 110 | Series Like Soul Land,https://www.youtube.com/watch?v=P5iM2iTD2JQ,2025-10-13T06:30:12+00:00,51205,3557,527,1247,priority,6635.14,7d_plus,7.72,1.0,7.717,7.717,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
dD_hqZs7liI,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Sealed Divine Throne Anime Explained In Hindi Part 352 | Series Like Soul Land,https://www.youtube.com/watch?v=dD_hqZs7liI,2025-10-08T16:55:00+00:00,70075,5766,79,491,priority,6744.73,7d_plus,10.39,1.0,10.39,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
gqLKvpwkYvQ,UCjFsfrQqliqmevpA96Aig9w,Anime Recapped,Sealed Divine Throne Anime Explained In Hindi Part 351 | Series Like Soul Land,https://www.youtube.com/watch?v=gqLKvpwkYvQ,2025-10-08T14:30:39+00:00,73114,5902,53,538,priority,6747.14,7d_plus,10.84,1.0,10.836,8.0,strong_breakout,low,global_fallback,trend_hindi_recap,Hindi Language Recap (non-target),,low,Counter-example: non-English target audience content.
zbRcJNirUvk,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,WE GET CHASED BY A REAL SKIN WALKER!  #skinwalker #horror #scary #cryptid #foundfootage,https://www.youtube.com/watch?v=zbRcJNirUvk,2026-07-14T19:52:45+00:00,12489,1108,34,44,priority,45.77,24_72h,272.87,272.87,1.0,1.0,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
ULJcAQd_O8Q,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,WE’RE NEVER COMING BACK TO SKIN WALKER ISLAND,https://www.youtube.com/watch?v=ULJcAQd_O8Q,2026-07-10T19:59:42+00:00,72142,4302,446,882,priority,141.65,3_7d,509.29,509.29,1.0,1.0,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
2uGsS4ZS7Xc,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,TERRIFYING SKINWALKER ENCOUNTER ON CAMERA #scary #paranormal #creepy #skinwalker,https://www.youtube.com/watch?v=2uGsS4ZS7Xc,2026-07-08T18:59:40+00:00,12704,762,41,60,priority,190.65,7d_plus,66.63,1.0,66.634,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
oVg5tsyaSJk,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,Our HORRIFYING EXPERIENCE on SKIN WALKER ISLAND (WE ALMOST QUIT),https://www.youtube.com/watch?v=oVg5tsyaSJk,2026-07-03T20:38:45+00:00,114233,5500,474,2193,priority,309.0,7d_plus,369.68,1.0,369.684,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
mbRI1oXL4AU,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,We make a HORRIFYING DISCOVERY on SKIN WALKER ISLAND,https://www.youtube.com/watch?v=mbRI1oXL4AU,2026-06-26T18:52:45+00:00,154294,6371,592,2437,priority,478.77,7d_plus,322.27,1.0,322.273,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
NNCZs1Xhi0g,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,We go to CURSED SKIN WALKER ISLAND (OUR SCARIEST ENCOUNTER EVER),https://www.youtube.com/watch?v=NNCZs1Xhi0g,2026-06-20T18:13:04+00:00,139498,7736,587,1077,priority,623.43,7d_plus,223.76,1.0,223.759,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
-DmqWv_eSrE,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,CAMP SKIN WALKER: We Uncover DARK SECRETS about SKIN WALKERS  (FULL MOVIE),https://www.youtube.com/watch?v=-DmqWv_eSrE,2026-06-12T20:01:00+00:00,211074,7319,685,6319,priority,813.63,7d_plus,259.42,1.0,259.422,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
oakqkc-QiNc,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,We ALMOST DIED at CAMP SKIN WALKER (Very Scary),https://www.youtube.com/watch?v=oakqkc-QiNc,2026-05-22T20:06:16+00:00,143831,10220,853,1318,priority,1317.54,7d_plus,109.17,1.0,109.166,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
-TynYSq0Cak,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,BREAKING ALL THE RULES OF CAMP SKINWALKER (BIG MISTAKE),https://www.youtube.com/watch?v=-TynYSq0Cak,2026-05-15T20:01:14+00:00,166425,7115,542,1391,priority,1485.63,7d_plus,112.02,1.0,112.023,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
IgqPUQyulWA,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,We HEARD SCREAMS Deep Inside CAMP SKIN WALKER,https://www.youtube.com/watch?v=IgqPUQyulWA,2026-05-08T20:00:23+00:00,186799,7118,686,1829,priority,1653.64,7d_plus,112.96,1.0,112.962,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
WwqKIY_zT4w,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,Our SCARIEST ENCOUNTER inside CAMP SKIN WALKER,https://www.youtube.com/watch?v=WwqKIY_zT4w,2026-05-01T19:59:38+00:00,301356,11480,971,2086,priority,1821.65,7d_plus,165.43,1.0,165.43,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
i1lGcmH6-NM,UCvG-3yOLfVD8ETddTa_6fpw,HypeMyke,APPALACHIAN MOUNTAINS:  We Capture Horrifying Footage (FULL MOVIE),https://www.youtube.com/watch?v=i1lGcmH6-NM,2026-04-26T18:00:16+00:00,510631,12055,899,7309,priority,1943.64,7d_plus,262.72,1.0,262.719,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
Sd0eBl_Lk28,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,Monster Girls Can't Seem To Get Enough of Him,https://www.youtube.com/watch?v=Sd0eBl_Lk28,2023-08-22T09:35:08+00:00,48604,904,82,1811,priority,25424.06,7d_plus,1.91,1.0,1.912,1.912,above_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
DYAT64tVz9I,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,"Kicked Out From The Hero's Party, He Tames All The Ultimate Species And Gains Their Powers",https://www.youtube.com/watch?v=DYAT64tVz9I,2023-07-31T16:15:00+00:00,15538,424,22,2225,priority,25945.4,7d_plus,0.6,1.0,0.599,0.599,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
w5ncJgHDBP0,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,"Stuck in Another World With OP Powers, He Made a Harem Instead",https://www.youtube.com/watch?v=w5ncJgHDBP0,2023-07-21T16:05:00+00:00,177347,2933,93,1903,priority,26185.56,7d_plus,6.77,1.0,6.773,6.773,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
iyUtXopxLRc,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,"Tired of Being The Strongest, Demon Lord Reincarnates Himself To A Weak Human's Body",https://www.youtube.com/watch?v=iyUtXopxLRc,2023-07-18T12:00:37+00:00,9786,273,16,1584,priority,26261.64,7d_plus,0.37,1.0,0.373,0.373,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
ecwm7yk-CfE,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,Abandoned Royal Baby Found & Raised by Pervert Wolf (2),https://www.youtube.com/watch?v=ecwm7yk-CfE,2023-07-16T05:58:00+00:00,15603,489,8,527,priority,26315.68,7d_plus,0.59,1.0,0.593,0.593,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
8vFvVFrEMb4,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,Traumatized Orphan Awakens Hidden SS Rank Powers and Becomes The Strongest Magician,https://www.youtube.com/watch?v=8vFvVFrEMb4,2023-07-15T16:14:00+00:00,11546,332,19,1549,priority,26329.41,7d_plus,0.44,1.0,0.439,0.439,below_average,low,global_fallback,trend_isekai_reborn,Isekai Reincarnation Power Fantasy,,normal,Common recap trope; moderate value unless multi-channel spike.
eOvVH7xjjVc,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,F-Class Student is Actually Stronger Than #1 S-Class Student,https://www.youtube.com/watch?v=eOvVH7xjjVc,2023-07-13T06:20:00+00:00,14883,426,11,497,priority,26387.31,7d_plus,0.56,1.0,0.564,0.564,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
ObtyrBl9Pto,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,Transfer Student Beats The #1 Student On His First Day,https://www.youtube.com/watch?v=ObtyrBl9Pto,2023-07-11T08:30:11+00:00,13884,315,20,589,priority,26433.14,7d_plus,0.53,1.0,0.525,0.525,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
uBzPPLp7RJg,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,"He's Stuck At Level 1, But He Can Defeat Level 1500+ Monsters",https://www.youtube.com/watch?v=uBzPPLp7RJg,2023-07-10T07:13:00+00:00,6522,231,20,532,priority,26458.43,7d_plus,0.25,1.0,0.246,0.246,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
2x8cH0x1r3o,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,Corporate Slave Rejoices When Zombie Outbreaks Ruins Humanity,https://www.youtube.com/watch?v=2x8cH0x1r3o,2023-07-10T05:47:00+00:00,4827,205,24,481,priority,26459.86,7d_plus,0.18,1.0,0.182,0.182,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
LUvNXD1JV0Q,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,Orphaned Boy Is Raised By Undeads To Defeat Evil God,https://www.youtube.com/watch?v=LUvNXD1JV0Q,2023-07-09T18:15:00+00:00,7303,306,13,1748,priority,26471.4,7d_plus,0.28,1.0,0.276,0.276,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
0JCSqE2FAXU,UCLe4UKQfhpBIN05Cm5ap1Gg,Anime Explained,Man Accidentally Uploads Virus into Wife's Brain,https://www.youtube.com/watch?v=0JCSqE2FAXU,2023-07-08T13:00:00+00:00,39845,546,22,486,priority,26500.65,7d_plus,1.5,1.0,1.504,1.504,above_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
umL4V3klhN8,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,Knowing Your Enemy! - Saga of Tanya the Evil II Episode 2 Reaction!,https://www.youtube.com/watch?v=umL4V3klhN8,2026-07-15T21:44:42+00:00,4062,282,64,903,priority,19.9,6_24h,204.1,204.1,1.0,1.0,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
U__RhvEx3h4,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,Mastered With a Single Glance - I Want to Love You Till Your Dying Day Episode 2 Reaction!,https://www.youtube.com/watch?v=U__RhvEx3h4,2026-07-14T23:10:12+00:00,1454,109,13,977,priority,42.48,24_72h,34.23,34.23,1.0,1.0,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
vDjrDXNWpkQ,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,Crunchyroll Store Becomes Member Exclusive and Potentially Downsizing?,https://www.youtube.com/watch?v=vDjrDXNWpkQ,2026-07-14T18:17:37+00:00,8838,674,218,878,priority,47.35,24_72h,186.64,34.23,5.452,5.452,strong_breakout,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
4C8azC0TzGo,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,Shizuka Seen the White! - 100 Girlfriends Who Really Love You Episode 26 Reaction!,https://www.youtube.com/watch?v=4C8azC0TzGo,2026-07-13T22:38:57+00:00,2131,181,31,927,priority,67.0,24_72h,31.81,34.23,0.929,0.929,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
mc-IBvaHL3Q,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,Jealous of a Child? - Mushoku Tensei Novel Analysis! (Roxy Gets Serious 11-12),https://www.youtube.com/watch?v=mc-IBvaHL3Q,2026-07-13T17:00:06+00:00,1906,123,19,3297,priority,72.65,3_7d,26.24,26.24,1.0,1.0,normal,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
9sRF9Fc3sJs,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,Suspicious Baby and Aisha Bathtime - Mushoku Tensei Season 3 Episode 3 Skipped Content and Reaction!,https://www.youtube.com/watch?v=9sRF9Fc3sJs,2026-07-12T23:31:44+00:00,35888,1814,231,2539,priority,90.12,3_7d,398.23,26.24,15.178,8.0,strong_breakout,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
TXtmVMX_ZYk,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,Keeping a Leash on Myne! - Ascendance of a Bookworm Season 4 Episode 13 Reaction!,https://www.youtube.com/watch?v=TXtmVMX_ZYk,2026-07-11T20:53:18+00:00,2964,270,71,1058,priority,116.76,3_7d,25.39,26.24,0.968,0.968,normal,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
Yqa_stPQXWo,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,The Black Numbers Arrive! - That Time I Got Reincarnated as a Slime Episode 86 Reaction,https://www.youtube.com/watch?v=Yqa_stPQXWo,2026-07-10T22:30:38+00:00,12155,558,147,978,priority,139.14,3_7d,87.36,26.24,3.33,3.33,breakout,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
9dwJSM3ucCs,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,"Nasty Neko, Aniplex and AI, and Fix My Ratings! - Anime Live Chat and Chill Stream!",https://www.youtube.com/watch?v=9dwJSM3ucCs,2026-07-09T22:22:41+00:00,1452,77,,13658,priority,163.27,3_7d,8.89,26.24,0.339,0.339,below_average,low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
YpaKWg0kANQ,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,"After 7 Years, Tanya Returns! - Saga of Tanya the Evil II Episode 1 Reaction!",https://www.youtube.com/watch?v=YpaKWg0kANQ,2026-07-08T22:29:13+00:00,5934,412,76,732,priority,187.16,7d_plus,31.71,1.0,31.705,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
VEh5BYX9h14,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,"Beautiful and Tragic, but Needs a Hook! - I Want to Love You Till Your Dying Day Episode 1 Reaction!",https://www.youtube.com/watch?v=VEh5BYX9h14,2026-07-08T00:20:39+00:00,2176,144,21,811,priority,209.3,7d_plus,10.4,1.0,10.396,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
xC_aTK_udIg,UCKbS6TTiig4CX9bosyoc28Q,Otaku Spirit,Exceeded My Expectations! GITS is BACK! - The Ghost in the Shell Episode 1 Reaction!,https://www.youtube.com/watch?v=xC_aTK_udIg,2026-07-07T21:42:15+00:00,7181,475,170,914,priority,211.94,7d_plus,33.88,1.0,33.882,8.0,strong_breakout,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
wSYhsNwuEqU,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,shorts 100 girlfriends,https://www.youtube.com/watch?v=wSYhsNwuEqU,2025-12-10T09:43:09+00:00,1353,32,,24,priority,5239.93,7d_plus,0.26,1.0,0.258,0.258,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
VN1IQenhn3k,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,The Dangers In My Heart Season 2 Episode 3 In 1 Minute #anirecapped #animerecap #animesummary,https://www.youtube.com/watch?v=VN1IQenhn3k,2025-12-10T09:43:04+00:00,18,,,60,priority,5239.93,7d_plus,0.0,1.0,0.003,0.003,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
B88-affZc7Y,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,Dangers In My Heart Season 2 Episode 1 In 1 Minute  #anirecapped #anime #animerecap  #animesummary,https://www.youtube.com/watch?v=B88-affZc7Y,2025-12-10T09:43:02+00:00,1459,45,,58,priority,5239.93,7d_plus,0.28,1.0,0.278,0.278,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
bJykJOvbRgs,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,A Nerd With No Rizz About To Graduate From Manhood With His First Girlfriend,https://www.youtube.com/watch?v=bJykJOvbRgs,2025-12-10T09:41:27+00:00,88,2,2,771,priority,5239.96,7d_plus,0.02,1.0,0.017,0.017,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
ZSnqpfOBogQ,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,Alya Sometimes Hides Her Feelings in Russian Episode 3 | Anime Recap #anime #anirecapped #animerecap,https://www.youtube.com/watch?v=ZSnqpfOBogQ,2024-07-20T16:15:01+00:00,3259,93,,57,priority,17425.4,7d_plus,0.19,1.0,0.187,0.187,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
uCpkAPehHsU,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,She Wants To Marry Him Just To Bathe With Him Twice A Day! #manhwaedit #manhwarecap #manhwa,https://www.youtube.com/watch?v=uCpkAPehHsU,2024-07-19T21:44:48+00:00,1590,26,,57,priority,17443.9,7d_plus,0.09,1.0,0.091,0.091,below_average,low,global_fallback,trend_manhwa_crossover,Manhwa/Webtoon Recap Crossover,,low,"Counter-example: adjacent niche, lower manager priority for anime team."
M05oyAi9jFs,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,[FULL] Grandpa & Grandma Ate A Mysterious Golden Apple And Are Now Young Again! | Anime Recap,https://www.youtube.com/watch?v=M05oyAi9jFs,2024-07-19T18:23:38+00:00,5727,103,11,3308,priority,17447.25,7d_plus,0.33,1.0,0.328,0.328,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
BEvN1wZJKk8,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,"Studio Apartment, Good Lighting, Angel Included Final Episode - Anime Recap #animerecap #anirecapped",https://www.youtube.com/watch?v=BEvN1wZJKk8,2024-07-18T16:00:08+00:00,3114,74,,54,priority,17473.65,7d_plus,0.18,1.0,0.178,0.178,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
k3pjm26nD5k,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,I Was Reincarnated as the 7th Prince Episode 8 - Anime Recap #animerecap #anirecapped #animesummary,https://www.youtube.com/watch?v=k3pjm26nD5k,2024-07-17T16:00:43+00:00,2794,91,4,59,priority,17497.64,7d_plus,0.16,1.0,0.16,0.16,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
2h7Wvqv_c-A,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,Boy Reincarnate As A Prince With Insane Magic Power & Rizz Up All The Girls | Anime Recap,https://www.youtube.com/watch?v=2h7Wvqv_c-A,2024-07-17T16:00:02+00:00,1910,36,1,2432,priority,17497.65,7d_plus,0.11,1.0,0.109,0.109,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
Aiw3jOV0ilo,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,Alya Sometimes Hides Her Feelings in Russian Episode 2 | Anime Recap #anime #anirecapped #animerecap,https://www.youtube.com/watch?v=Aiw3jOV0ilo,2024-07-12T16:00:09+00:00,9505,221,3,60,priority,17617.64,7d_plus,0.54,1.0,0.54,0.54,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
7L46z7PyL_o,UCeaWZPQZNrhNSYCFiLXosNw,QuickAnimeRecap,Days with My Stepsister Episode 1 - Anime Recap #anirecapped #animesummary #animerecap,https://www.youtube.com/watch?v=7L46z7PyL_o,2024-07-11T16:00:07+00:00,3388,86,,59,priority,17641.65,7d_plus,0.19,1.0,0.192,0.192,below_average,low,global_fallback,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
f98tiQgDyn4,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《尼古喵喵》#3 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=f98tiQgDyn4,2026-07-16T16:00:06+00:00,4993,482,43,1421,priority,1.65,0_6h,2496.5,1455.32,1.715,1.715,above_average,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
qxygEFcMj9w,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《文豪野犬 汪！第二季》#3 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=qxygEFcMj9w,2026-07-16T12:40:06+00:00,2062,251,15,701,priority,4.98,0_6h,414.14,1455.32,0.285,0.285,below_average,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
1tOFdgIR5cA,UC0wNSTMWIL3qaorLx0jie6A,Ani-One Asia,《無尾熊繪日記》#41 (繁中字幕 | 日語原聲)【Ani-One Asia】,https://www.youtube.com/watch?v=1tOFdgIR5cA,2026-07-16T11:00:06+00:00,528,28,,97,priority,6.65,6_24h,79.45,96.47,0.824,0.824,normal,very_low,channel_median,trend_unlabeled,Unclustered / Other,,normal,Default bucket for videos not matching known trend keywords.
